,Puan,Yorum
21271,1.0,sağlam ürün
21272,1.0,3-6 yaş grubu için gayet güzel
21273,1.0,paketleme güzel sağlam orjinal ürün bellijilatinli bir şekilde geldi parçalar in boyutları gayet iyi teşekkürler..
21274,1.0,hepsi birbirinden güzel 7 kitap. Hızlı kargo için teşekkürler.
21275,1.0,güzel ve özenli hazırlanmış
21276,1.0,Gayet iyiydi paketlemesi de romanda güzeldi.
21277,1.0,ürün 1bucuk günde elimize ulaştı görselinde olduğu gibi ve eksiksiz teslim aldım.
21278,0.0,Hem ürün başlı başına dandik ve kalitesiz hemde renk göründüğü gelmiyor ben bu kadar kalitesiz bir firma görmedim enstrüman sepeti kaliteyi arttır ve görüntü koyuyorsan eger hakkını ver
21279,0.0,Aldığım ürün bozuk ve kırık geldi
21280,1.0,Mükemmel hız teşekkürler.
21281,1.0,Güzel bir kitap oglum çok sevdi
21282,0.0,bir de B kitapçığı yapmuşlar A ile aynı ve tekrar eden çok basit şeyler. tavsiye etmem
21283,1.0,kargom çok hızlı geldi.siparişimin ertesi günü elime ulaştı.fiyat olarak da piyasadan çok uygundu. eğlenceli ve eğitici bir oyun.
21284,1.0,Dolu dolu etkinlikleri olan güzel bir ürün. Çocuğumuzun ilgisini çekti. 2 gündür eline aldıktan sonra biz bırak diyene kadar yapıyor. Tavsiye ederim. Fiyatı da kendi sitesinden daha uygun. Teşekkürler 
21285,1.0,Dili ağır değil sürükleyici keşke daha önce böyle bir kitap okusaydim 25 yaşlarında dedirtten bence herkesin okuması gereken hayatınıza şekil veren bir kitap özellikle 12 25 yaş aralığı lütfen bu kitabı okuyunyazarın tecrübeleri size yeni bir yön verecektir.hizli kargo içinde teşekkür ederim
21286,1.0,çok harika kitap ben çok begendim
21287,1.0,Kitap okumayi cok seven biri olarak diyebilirim ki boylesini az okudum. Yazarin ikinci kitabini ve bu kitabi okuduktan sonra filmi izlemenizi tavsiye ederim!!!
21288,1.0,Herkesin okuması gereken bir kitap.İlginç detaylar mevcut.
21289,1.0,Fiyat çok uygun kitap başarılı
21290,1.0,Sabredin ve sonuna kadarokuyun. Eminim herkesin bu kitaptan alacağı çok şey var. Ortasına geldiğimde ne zaman bitecek hep aynı şeyler dediğim ama sonunu ağlayarak okuduğum mutlaka okunması gereken bir kitap... 
21291,1.0,Elmalı Turta ve Ay Çöreği kitaplarını kızlarım için aldım
21292,1.0,Kesinlikle tavsiye ederim. Bazı sorular 3.5 yaşındaki çocuğum için fazla basit de olsa. Sayesinde keyifli zamanlar geçiriyoruz.
21293,1.0,Uygun fiyata kaliteli ürün. Paketlemesi gayet güzeldi .Hızlı teslim edildi
21294,1.0,Bilimsel konulara karşı ilginiz varsa mutlaka okumanız gereken bir kitap. Anlaşılabilir bir dille yazılması ayrı hoş olmuş.
21295,1.0,Oyun çok güzel
21296,1.0,ŞEBNEM FERAH HER ZAMANKİ GİBİ SÜPERSİN
21297,1.0,Hediye almıştım ama o kadar beğendim ki kendime de almayı düşünüyorum. Desenler çok güzel ve her tarzda desenler mevcut.Tavsiye ederim.
21298,1.0,Okula dönüş kampanyasindan aldim kizimin bütün ihtiyaclarini. Bugün gelen 3. Kargom ama tek 5 yıldızı hakeden satici diyebilirim. Yaptigim tek iyi yorum.2 parca ürün olmasina ragmen cok guzel paketlemişlwr ve hizlica geldi tesekur ederim. Digerleri tek parca diye özenmeden yirtik pirtik yarım paket kagitlari göndermisler helal olsun bu satıcıya.
21299,1.0,Mükemmel herkesin kitaplığında bulunması gereken bir kitap. Asla sıkıcı değil çok sürükleyici ve bazen bir sayfayı 10 kere dahi okumak istiyorsunuz
21300,1.0,Ürünü Akademi müzikten sipariş verdim. 2 adet pena hediyesi ile birlikte ve çok hızlı geldi. Ayrıca paket içine güzel bir not koymuşlar. Akademi müziğe teşekkürler :
21301,1.0,Azra Kohen'den yine harika bir kurgu
21302,1.0,Okunmalı
21303,1.0,Ürün elime çok hızlı ulaştı. Sesi ve kalitesi çok güzel. Fiyatı da uygun
21304,0.0,bende art puzzle halısı vardi ve yemyeşil ve cok kullanışsız oldugu için farklı renk almayı düşündüm
21305,0.0,Kitap ile ilgili yoruma gerek yok ama bugün kargoda dediği için sipariş verdiğim halde ürün hala elime ulaşmadı.7 gündür bekliyorum.Bu alışverişimden memnun kalmadım.
21306,0.0,Düşündüğümden daha küçük geldi çok kaliteli değil olsun dedim artık 
21307,1.0,kötülemek anlamsız iş görüyor ve çok faydalı bir etkinlikmükemmeli beklememek lazım
21308,1.0,oyun güzel. fiyat uygun. jeletini açılmamış olarak tesli aldım. yanlızca bilyeleri plastikten. daha ağır bir maddeden yapılsa daha iyi olurdu
21309,1.0,harika ürün görüntü kalitesi güzel sesli komut ile kontrol modu çok keyifli resmen ses ile sağa sola gidiyor türkçe kullanım kılavuzu güzel keşke uygulama da türkçe olsaydı mükemmel olurdu...
21310,1.0,öncelikle hızlı kargo için teşekkürler.
21311,0.0,kitabı okurken verdiği mesajı görmezden gelmeyin ve dikkat edin.kitabın yazarının yahudi olması verdiği mesajla daha &quot
21312,1.0,Hızlı kargo kaliteli teller uygun fiyat hediye tezeneler için de ayrıca teşekkür ederim.
21313,1.0,Bir Livaneli aşığı olarak bu serüvende okuduğum ikinci Livaneli kitabıydı ve diğer bütün kitaplarını hiç tereddüt etmeden aldım keşke milyonlarca kitabı olsa ve hepsini okusam. Çoğu kitabını bir gecede bitirdim kalemine yüreğine sağlık Livaneli keşke herkes senin gibi bakabilse hayata 
21314,1.0,Öncelikle şunu anlamamız lazım. Bu bölüm kitabı eleştirmek için değil
21315,1.0,Atatürk ün okutulmasını istediği kadar vardır diye düşünerek sipariş ettim. sabırsızlıkla bekliyorum bir an önce okumak için. Sonrada hediye edeceğim.
21316,1.0,John Steinbeckın diğer kitapları gibi bu da çok başarılı bir kitap : almak isteyen herkes için Hepsiburada güvencesi de ayrı bir güzel tabi kesinlikle Tavsiye Ederim
21317,1.0,5 verdim fakat puan 4
21318,1.0,10 aylık bebeğime ben okuyorum. Hikayeler gayet güzel. İnce kitap olduğu için bebeğimin eline vermiyorum. Benimle bakabiliyor tek kötü yanı bu.
21319,1.0,Bu Fiyata Göre Harika Bir Ürün..
21320,0.0,bence abartılacak kadar iyi bir kitap olmamakla beraber bir kac saatte okunabılecek keyıflı bır kitap.
21321,1.0,sürükleyici sıkmayan ve bilgi dolu dolu cok guzel bir kitap
21322,1.0,Çocuklar için çok katkı sağlayan bir set tavsiye ederim ve kargoda da hiç bir sıkıntı yaşamadım
21323,1.0,Çok severek okuduğumuz bir kitap
21324,1.0,MerhabaÇok özenli ambalajlama
21325,0.0,Kaç sayfa olduğu belirtilmemiş. Ancak resim göründüğü kadar kalın gözüküyor. Ama kitab 93 sayfa çok ince.
21326,1.0,Her ebeveynin mutlaka okuması gereken bir kitaptır.
21327,1.0,Kitaba yorumum sadece ve sadece alp okuyun anltılacak değil okunacak bir kitap okuyun bence ben size anlatırsam yorum bölgesi kalmaz ...........................
21328,1.0,kaliteli ürün hizli teslimat tesekkurler
21329,1.0,3
21330,1.0,bence güzel bir kitap herkesin kitaplıgında olması gereken kitap.daha önceden tv izlemissinizdir . o zamanlarda bayagı izleyici kitlesi olan bir filmdi okumanızı tavsiye ederim
21331,1.0,bu bağlama telleri piyasadan aldığım tellere göre çok iyi. ama profesyonel de değil. çalışma yapmak için yada öğrenci sazı kullanıyorsanız bu teller işinizi çok fazlasıyla karşılar.
21332,1.0,Kitabı ilk okumaya başladığımda beni uzun zaman etkileyeceğini biliyordum... Ahmet ÜMİTin diğer romanları gibi çok iyi mutlaka okunması gereken bir roman heleki diğer kitaplarını okumuşsanız bunuda kesinlikle okumalısınız...
21333,1.0,8. sınıf için uygun ama güzel kitap
21334,1.0,hızlı gönderim için teşekkürler
21335,1.0,tsk
21336,1.0,Ürün çok iyi teslimat hızlıydı
21337,1.0,gayet iyi ben beğendim arkadaşıma aldım çok sert değil cok yumuşakda değil taktıkdan sonra keyifle çaldım tavsiye ederim
21338,1.0,Plak sorunsuz ancak
21339,1.0,Urun cok iyi paketlenmisti.. urun delikleri buyuk diye yorumlar yapilmis ancak Grek tul zaten oyle olur.. ben cok memnun kaldim tesekkurler
21340,1.0,Ürün beklediğimizin üzerinde çıktı. 3 batarya olması ve kumandanın da pakete dahil olması bir ayrıcalıkmış. Çok memnunuz. Teşekkürler.
21341,1.0,kızım 1.sinif ve dikkat eksikliği var.. Kızım okulda sınıfça oynadıklarını ve çok eğlenceli olduğunu söylemesi üzerine PDR öğretmenimizin önerisi üzerinealarak aldık.. Çokta memnun kaldık hep birlikte oynadık çok eğlendik.. 6 yaşın altındaki çocuklar için çok uygun değil bence sıkılabilir..
21342,1.0,Dolu dolu
21343,1.0,Kitaplar çok güzel. 2.5 yaşında kızım çok sevdi. Resimleri dikkat çekici her gün 1 tane mutlaka okuyoruz ben unutursam o hatırlatıyor
21344,0.0,Ana fikir güzel ama çok sıkıcı 
21345,1.0,Oğlum için aldım.Çok memnun kaldım.çocuğuda çok faydalı olduğuna inanıyorum.Sıkılmamaları için çocuğun yaşı çarpı 2 kuralını uygulayınca ders süresinde de sıkılmıyorlar.
21346,1.0,Kızımla beraber sıkılmadan yaptığımız faaliyetlerin başında gelir oldu bu kitap. 2 sayfada bir etiket bulup yapıştırma çok etkili . Sıkılmadan ilerliyor kızım . Çok faydalı olduğunu düşünüyorum. Keşke daha erken başlasaymışız seriye.
21347,1.0,çok çok iyi bir kitap
21348,1.0,Knk efso gercekten süper küçük oldu için rahat tasınıyo ve sesi süper özellikleride çok iyi ve uygun fiyatta var tabiii
21349,1.0,Gayet temiz ve güzel. Sorunsuz.
21350,1.0,Hızlı ve hasarsız gönderi. Kitaplar da çok güzel. Teşekkürler
21351,1.0,öncelikle BARTOLu tebrik etmek gerekir güzel bir eser çıkarmış okurken olayı bire bir yaşıyor gibi oldum.tüm okuyuculara tavsiye edebilicegim bir kitap okunması gerek bence
21352,1.0, Çok güzel kitap adamım 
21353,0.0,İçerik olarak sıkıcı ve müslümanların çocuklarına uygun bir kitap değil
21354,1.0,çok özümseyerek ve hissederek okuduğum bir kitap oldu
21355,1.0,Memnun kaldim tskr
21356,1.0,olaylari sanki siz yaşiyormuscasina etkileniyorsunuz
21357,1.0,pazar gunu soyledim pazartesi sorunsuz geldi tesekkur ediyorum
21358,1.0,Hersey güzeldi 
21359,1.0,EŞSİZ BİR KİTAP
21360,1.0,resimleri çok güzel 2
21361,1.0,hızlı ve sağlam geldi eğlencelii
21362,1.0,GÜZEL.
21363,1.0,Kitap elime hızlı ulaştı.Gelmeden 30 dk önce mesaj atıldı.Ambalajlama da mükemmel.Kitabin tek sorunu kim ne konusuyor onu tam anlayamıyorsunuz başta.Noktalama işaretlerinden yoksun
21364,1.0,Great product
21365,0.0,Kötü bence de. Kenarında küçük örneği yok. Nasıl boyayacak çocuk.
21366,1.0,bende aldım bayıldım gerçekten bitince çok güzel duruyo çerçevelettim duvarımda süper duruyo kaliteside çok güzel ilk defa internetten pazıl aldım ama pişman olmadım
21367,1.0,harika bir ürün. 6-10 yaşa arası çoçuk için ideal. paket ve kargo güzel. içinden pena ve extra tel de çıkıyor. fiyat performans için alınabilecek ideal bir gitar
21368,1.0,çok istediğim bir setti indirimde görünce kaçırmadan aldım sınıfımda kullanacağım her çocuğun kitaplığında olmalı
21369,1.0,İnsanın burnunun direğini sızlatanbi seri ??
21370,1.0,Sayın Turgut Özakman milli mücadele yıllarını listeleri sayfalar tutan belgelere dayanarak gerçekten akıcı bir şekilde romanlaştırarak anlatmış. Sürükleyici özelliğinden dolayı kalın olmasına rağmen kitabı bir haftada bitirdim. Bence herkesin okuması gereken bir roman.
21371,1.0,zamaninda geldi istedigim renk geldi sağlam geldi güzel geldi&#128512
21372,1.0,Bir öğretmen olarak kesinlikle tavsiye ediyorum. Bir günde bitirmis olduğum kitaplardan .Ahmet UMIT 'e teşekkürler...
21373,1.0,Resimler
21374,1.0,kargosu çok hızlı ve iyi soru bankası da iyi çok teşekkür ederim
21375,1.0,Cihaz bugün elime ulaştı özellikle orjinal ambalaj olup olmadigina pakette açilma islemi olup olmadigina dikkat ettim sorun yok!Gelelim cihaza stabiliyet ve kamera konusunda gercekten iyi ve kalite cihaz yalniz yedek bataryasinin sarista olmamasi kotu mutlaka extra 2 batarya alin gayet iyi bir cihaz
21376,1.0,Cihazı teslim tarihinden erken elimde oldu gayet güzel bir cihaza benziyor telefon için uygulaması da var. Bu fiyata kesinlikle tercih edilecek bir ürün.
21377,1.0,Kullanımı gayet kolay çok hoş bir ürün
21378,1.0,Hem cocuklar icin hem de yetiskinler icin mukemmel bir kitap ??. kesinlikle okunmali.urun sorunsuz bir sekilde teslim edildi.teşekkürler
21379,1.0,Ürün elime bir gün sonra ulaştı. Istaka ve taşlar çok kaliteli değil. Hafif ve küçük olması kullanışlı. Taşların ıstaka içinde saklanmasıda güzel olmuş.
21380,1.0,Harika kitap
21381,1.0,beni bile zorluyor. begendim
21382,1.0,Okumayanlarla kesinlikle tavsiye ederim 3 günde geldi 
21383,1.0,Çok faydalı bir ürün. Herkese tavsiye ederim.
21384,1.0,güzel bir kitap
21385,1.0,kalitesi ve işlevi fiyatının üzerinde...çocuklarla aktivite yapmak ve birlikye iyi vakit geçirmek isteyen ailelere bu tür zeka gelişimine katkı yapan oyunları öneriyorumbu ve benzeri oyunlar çocuklarımızı sanal dünyadan
21386,1.0,Siparişi verdim ertesi gün elime ulaştı
21387,1.0,fotodaki ürün
21388,1.0,hızlı gönderi için teşekkürler.
21389,1.0,Sürükleyici olmasa oğlum iki günde kesinlikle bitirmezdi
21390,1.0,MÜKEMMEŞ
21391,1.0,Hızlı gönderim güzel alışveriş taleplerimin hepsi zamanında geldi teşekkürler
21392,1.0,Aeden de harikaydı bu kitapta.Normalde roman okumayı sevmem araştırma - tarih kitapları okurum genelde ama Azra Hanım Osmanlının çöküşü Cumhuriyetin kuruluş dönemi ve insanlık tarihi ile ilgili çok önemli bilgiler veriyor.Annunakiler den bahsetmesi çok cesurca yer yerinden oynayabilir.Hayatı sorgulatacak bir kitap.Kadın okuyucuyu daha fazla çekmek için sanırım aşk meşk meselelerine fazla dalmış.600 sayfa çok uzuuuuun geldi.
21393,1.0,Oğlum severek çalışıyor. İnteraktif olması da çok güzel. Tavsiye ederim.
21394,0.0,Uygun fiyata kandım aldım evet uçuyor ileri geri yapıyor ama özellikle kumandası tam bir Çin malı. Bence bu fiyata zaten fazlası beklenmemeli
21395,1.0,Bu yıl üniversite sınavına ikinci kez girecek olan kardeşimle nasıl ve ne şekilde iletişim kurmamız gerektiğini bir de Doğan Hocadan okuyalım istedik. Yaklaşımı çok farklı gerçekten. Sınava gireceklere ve &quot
21396,1.0,güzell
21397,1.0,Diğer Puzzle yapıştiricilari da kullandim
21398,1.0,Ahmet Umit yine nefis bir polisiye yazmis.Yine guncel yine bir solukta okudum
21399,1.0,muhakkak okunması gereken bir kitap okuyun okutturun. Dünyada ve ülkemizdeki gıda terörünü tüm gerçekçiliği ile anlatıyor.satın aldığım ve yediğim herşeye 3 kez dikkat ediyorum.teşekkürler Soner Yalçın....
21400,1.0,Yazarı daha önce bilmiyor olmak büyük bir eksikmiş
21401,1.0,fiyatına göre gayet güzel. en güzeli de katlanıp minik bezçantasında saklanabilir ve taşınabilir olması. 
21402,1.0,4 4 lük kargodan aldım.Başlangıç için gayet yeterlibir pikap bir hasar söz konusu değil
21403,1.0,Gördüğüm en iyi fiyat ve yıllardır bildiğimiz güvenilir satıcı. 
21404,1.0,hızlı gönderi
21405,1.0,ürün çok güzel. ayrıca hediye yds defteri göndermişler. 24 saat geçmeden ürün elimdeydi :
21406,1.0,İkizlerimin çok ilgisini çekti.Oglum kendisi bile bakıp yorum yapıyor.Tavsiye ederim
21407,1.0,Harika kitap. Zamanında iyi durumda geldi.
21408,1.0,Bambaşka bir bakış açısı sağladı. Anlatımı ve akıcılığı ile nasıl sonuna geldiğimi anlamadım.
21409,0.0,Resmen eski sevgilisine gönderme olarak yazılmış bir kitap başka bir şey beklemeyin
21410,1.0,ürünbaskısı kaliteli
21411,1.0,Sanatçının en iyi albümü denilebilir. Plak malzeme kalitesi muhteşem. Pikap sahibi olanlarin mutlaka edinmesi gereken bir albüm. Plak kargo süresince hasar görmesin diye iki kat paketleme ile gönderim yapan esenshop a da ayrıca teşekkürler. Siparisten iki gün sonra plak elime geçti. Şu an bize sadece plağın keyfini sürmek kalıyor. 
21412,1.0,İlk defa drone alıyorum dün geldi ilk denememi yaptım küçük olmasına rağmen gayet tatmin edici plastik bi görüntüsü var ama sağlam o kadar çarpmama rağmen bi sıkıntı görmedim. Tavsiye ederim. 
21413,1.0,benim için de nostalji oldu çocuğumla yeniden okuyorum
21414,1.0,içindeki bardak zil ve kartlar oldukça kaliteli çok ta eğlenceli bir oyun tavsiye ederim
21415,1.0,Kitapların sayfası çok
21416,1.0,Çok eğlenceli ve dikkat geliştirici bir oyun.Harf ve rakamli olan diğer versiyonunu 1. sinif öğrencilerim için sipariş ettim.
21417,1.0,Kızıma karne ve doğum günü hediyesi olarak aldık. Ürün paketlenmesi çok güzel
21418,0.0,paranıza yazık. servis berbat. firmanın kendisi gibi...
21419,1.0,Çok çok hızlı kargo
21420,1.0,sadeleştirilmiş Türkçesi ile harika bir başucu eser olmuş
21421,1.0,Kızım için almıştım çok faydasını gördük. Hem birlikte keyifle yapabileceğiniz hem de çocuğunuzun kendini keşfedebileceği ve güveninin de artmasını sağlayan bir set. Hepsiburada ya ayrıca teşekkür ederim. Her zaman olduğu gibi tam zamanında ve düzgün teslimat. ????????
21422,1.0,Ürün hızlı ve gördüğüm gibi geldi sesi fiyatı ile doğru orantılı ama iyi.
21423,1.0,teşekkür ederim
21424,1.0,Cizimler ozellikle harika. Hikaye de cok guzel. Tereddutsuz alabilirsiniz. Ben bile okurken keyif aliyorum.
21425,1.0,ürün çok hızlı elime geçti yalnız bataryanın biri uymadı ama ilk kez dron kullananlara ideal bir cihaz güzel bir cihaz hepsiburadaya teşekürler
21426,1.0,Kitap içerik olarak güzel kızım sıkılmadan tek seferde okudu
21427,1.0,Kargo paketleme iyiydi. son derece eğlenceli bir oyun. Yeğenlerim bayıldı. Marketten alacağınız kremayı soğuttuktan sonra eğlenceye doyamayacaksınız.
21428,1.0,Çok güzel gayet başarılı ürün.. teşekkürler..
21429,1.0,zaten markasına güvendiğim için tercih ettim beklediğim gibi de kaliteli çıktı. parçalar rahat dönüyor
21430,1.0,İlginç ve etkileyici bir kitap.Daha çok lise çağındaki gençlerimize hitap edebilir gibi geldi bana.Finaldiyanın bu kadar zengin olmasının sebeblerini şimdi daha iyi anladım
21431,1.0,her evde olması gereken bir kitap. özellikle okul öncesi çocuğu olanlar için atamızı onlara sevdirmenin en kolay yolu. ben oğluma her gece uyumadan önce 1-2 hikaye ıkuyorum. çok seviyor.
21432,0.0,Gerçektende kitaplar çok hızlı elime vardı. Oğlum gördüğünde çok sevindi. İçerik olarak beni çok tatmin etmediler. Yinede gece yatmadan önce okuyorum oğluma fena sayılamaz yeni kitap okumaya başlayanlar için.
21433,1.0,Ürün çok kısa Zamanda ulaştı.çok beğendik çok başarılı ihtiyacı olana tavsiye ederiz
21434,1.0,askerdeyken okumuştum. süper sürükleyici. sabah olsunda kitaptan birkaç sayfa daha bitereyim diye bakardım. askerliğide böylelikle bitirmiş oldum : mutlaka okumayanlara tavsiye ederim. iyi bir hediye de olur ayrıca.
21435,1.0,hızlı kargo. Harika bir ürün teşekkürler.
21436,1.0,Kitapta herhangi bir deformasyon olmadan hızlı bir şekilde teslim edildi.
21437,1.0,kesinlikle okunmali
21438,1.0,Müthiş çok smooth ve yumuşak
21439,1.0,Tekrar tekrar okunacak bir kitap anlatımı akıcı ve sürükleyici elinizden bırakamayacaksınız okuduğum en iyi kitap diyenilirim hızlı teslimttada süper 24 saate elinizde tşkkerler HB...........
21440,1.0,aynı gün kargo denildiğine aldanmayın. elinize ulaşması 3 gün falan sürüyor.
21441,1.0,Teşekkürler HEPSİBURADA
21442,1.0,sorunsuz ve hızlı.
21443,1.0,kargo ürünü 1 günde getirdi ürün sağlam
21444,0.0,4 adet sipariş verdim fakat 1 adet geldi . üstelik 4 adet takım tel parası alındı . ne yapmam gerek ?
21445,1.0,Ürün mikrofonu dışında iyi tavsiye olunur.
21446,1.0,Kitap güzel tavsiye ederim alınır
21447,1.0,Hepsiburada harikasınız. İyiki varsınız
21448,1.0,Kargom hizli geldi tesekkurler
21449,1.0,kitapla internet üzerindeki kitap sitelerinde bir çok kez karşılaşmıştım. mutlaka okumalıyım diye düşünerek satın aldım. konusu
21450,1.0,kitap çok guzel
21451,1.0,Ürün çabucak kargoya verildi ancak kargo şirketi saat 09:00-11:00 zaman aralığını seçmeme rağmen 17:00 de getirdi.
21452,1.0,Ürün 2 Gün İçerisinde Geldi Ve yanında normal prize takmak için olan kaliteli bir aparat ile birlikte geldi üründen memnunum tavsiye edebilirim.
21453,1.0,kesinlikle okunmalı diyorum
21454,1.0,Tam oldu. İstediğim gibi bir ürün
21455,1.0,Fiyat iyi
21456,1.0,kitabı çok beğendim yalın bir anlatımı var konu etkileyiciydi iki akşamda bitirdim son kısımlara doğru özellikle duyguları yoğunlaşıyor insanınokumanızı tavsiye ederim...
21457,1.0,teşekür ederim çok güzel
21458,0.0,Ürünü yetersiz buldum ahşabı çok kalitesiz
21459,1.0,mükemmel bir Kitlapsayın .Yılmaz Özdil in kalemine ve yüreğine sağlık
21460,1.0,gayet güzel biürün ıstakalarıda taşlarıda gayet kaliteli ben cafem için aldın hiçbir sorun yok
21461,1.0,Fiyatına göre çok güzel bir oyun. Teşekkürler.
21462,1.0,Zamanında elime ulaştı teşekkürler
21463,1.0,O kadar etkisinde kaldım ki... o insanlar içinde olmayı o günleri görmeyi çok istedim..600 yıllık bir devletin nasıl ayakta kaldığının sırları bu kitapta gizli. Mutlaka okuyun derim..
21464,0.0,Alt kısım resmen kağıt. Biraz daha para verip düzgün bir şey almak gerek. Hepsiburada bu ürünler için daha açıklayıcı bilgi koyabilir. 
21465,1.0,Özen gösterilmiş.
21466,0.0,kitap okumaya saygısı olan biri okumaz.
21467,1.0,Plaklari guzel caliyor. bluetoothu sorunsuz. auxtan henuz denemedim. temiz kullanirsaniz uzun sure kullanilir hissi veriyor. fiyati muadillerine gore ucuz olmasina ragmen kalitesi dusuk bir urun degil. memnun kaldim.
21468,1.0, 4 yas kizimicin aldim kesinlikletavsiye ederimdevamini alacagim
21469,1.0,piyasada almak isterseniz çok daha pahalı olan kitabın cdli fiyatı çok uygun buldum ve hemen aldım.tedarikçi firma ürünümü diğer ürünleri ile beraber 4 gün için Şırnaka gönderebildiler. Gerçekten hızlıydı. kitabı da herkese tavsiye ederim eğer ilgileri varsa. OD ateş demektir Yunus ile yanmak isteyenler için başlangıç sayılabilir.
21470,1.0,Bir günde okunabilecek üstünde yazıldığı gibi peri masalı bir roman
21471,1.0,&quot
21472,1.0,Gayet iyi bir alışveriş oldu
21473,1.0,HARİKA!
21474,1.0,Ürün Aynı gün Kapımıza geldi . 2 Paket Almıştık Bana Göre Mermer/Taş almayın Ahşap Alın Dizmesi / Geometrik Şekiller İçin İdeal. 
21475,1.0,Teşekkür ediyorum.
21476,1.0,Evet beğendim
21477,1.0,ÜRÜN VE PAKET GÖNDERİMİ İYİ VE BAŞARILI 
21478,0.0,soner yalçının tüm kitapları gibi iftira dolu hayali bilgiler içeren bir kitap. diğer kitaplarına nazaran fazla sıkıcı
21479,1.0,harikaa
21480,1.0,Bastan sona harika bir kitap. Iyiki okudum. Ve yazar bu kitabi iyiki yazmis. Ozellikle anne adaylari icin ve hali hazirda anne-babalar icin cok yararli oldugunu dusunuyorum. 
21481,1.0,Hakan Mengüç'ün her iki kitabını da okudum. İkisi de birbirinden güzel. Hayatını değiştirmek isteyen insanların mutlaka okuması gereken bir kitap.
21482,0.0,Sıkıcı
21483,1.0,kitapı çocuğum istemişti ona aldım.aynı kargoya verildi ertesi sabah elimdeydi .hızlı korgo için teşekkürler hepsiburada.
21484,1.0,Kitap büyük kağıdı kaliteli 2 yaş a uygun hiç düşünmeden alınabilir 
21485,1.0,Muazzam derecede okuması zevkli
21486,1.0,SÜPER
21487,1.0,Ürün gercekten kaliteli ve kullanıslı kullanıcıyı rahatlatmak için birebir.gün içinde yoğun çalışanlar için yaşadığı streesi atması için güzel bir zeka oyuncağı teşekkürler hepsiburada.....
21488,1.0,Öncelikle en kısa sürede elime ulaştığını söylemek istiyorum. Fiyatı inanılmaz iyi. Yayınevinin kalitesi fark ediliyor. Kitap baskısı ve kullanılan kağıtta oldukça kaliteli. Geldiği günün akşamı hemen bir kitabı bitirdim. Paketlemedeki sıkıntınınhepsiburada.com'un standart paket kutularından olduğunu düşünüyorum. Üründe de herhangi bir zarar oluşmamış. Benzer setlerin yapılmasını isterdim. Çok teşekkür ederim.
21489,0.0,kitabı mart 2019 da aldım ve yarım bıraktım. Çogunlukla kişisel gelişim kitapları okuyorum ama o kadar sıkıcı bir kitap ki mart tan beri tamamlayamadım.Bir gayret bitireyim diye elime alıyorum ama okurken daraldım açıkçası.. merak uyandırıcı değil itici bir kitap olmuş.
21490,1.0,Kitap iyi faydalı
21491,1.0,Yediğimiz gıda endüstrisi hakkında çok fazla detaya sahip Bir Soner Yalçın araştırması
21492,1.0,Hayatımda okuduğum en güzel kitap diyebilirim mutlaka okuyun 
21493,1.0,Aracın ön havalandırmasına kaçan vida için almıştım. Olmadı. Ya vida demir değil yada daha aşağılara kaçtı. Yoksa bu iş için çekimi uygun.
21494,1.0,1 gün olmadan ürün elime ulaştı.orjinal
21495,1.0,Hızlı gönderi için teşekkür ederim kızım 5 yaşındaeğitim seti 5 yaş olanı aldım biraz hafif kaldı 6 yaş icin olanıda alacağım 
21496,1.0,daha öncede aynı seriyi kendime almıştım bunu kuzenime aldım gayet başarılı
21497,1.0,Gerçekten harika bir ürün. Ailecek oynuyoruz. Zaman geçirici ve harika ! Teşekkürler hepsiburada.com O
21498,1.0,Ürün elime bugün ulaştı 2 gunde geldi ses kalitesi ve paketlemesi harikaydı teşekkürler
21499,1.0,Kitap daha en başından çok etkileyici bir hikaye olacağını belirtiyor ama hikaye okuyucuyu yormadan
21500,1.0,Ürünün tepki süresi gayet iyi. gps hariç bir çok fonksiyon mevcut. donanım dayanıklığıda çok iyi. başarılı bir ürün olmuş. kamera performansı 6/10 teşekkürler hubsan.
21501,1.0,Hiç düşünmeden okuyun. Asla asla pişman olmazsınız
21502,1.0,1 ve 2. seriyi bitirdiyseniz zaten anlatmaya gerek yok...
21503,1.0,Drone dünyasına giriş ve öğrenme için çok güzel bir ürün. Fiyat/performans olarak gayet başarılı. İçinden kumanda kapağı için tornavida çıkması da güzel bir ayrıntı.
21504,1.0,Güzel kitap okumayı hızlandırmaya büyük etkisi oldu.Tavsiye ederim...
21505,1.0,GÜZEL BİR ÜRÜN
21506,1.0,3 yaşını da almıştım kızıma çok beğenmiştim tavsiye ederim ben her yaşını yazları yaptırmayı planlıyorum 
21507,1.0,Kızım çok beğendi. Nereye gitsek hikayelerden birini mutlaka yanına alıyor. Çok teşekkürler 
21508,1.0,piyasadan ucuz. kitap güzel çocuklar için faydalı. ve hizli kargo
21509,1.0,Kitap cok guzel ve surukleyici evet hic sikilmadan okuyacaginiz bir kitap tavsiyem okumanizdir bana kitab 2gundeozel kutusunda ve hicbir zarar gormeden geldi gercekten emegi gecen herkese tesekkurler
21510,1.0,Ürün güzel
21511,1.0,Kargo hızlı ve sorunsuz geldi elime..Kitabın yaprakları istediğimiz gibiydi
21512,1.0,BENDE ÇOK BEĞENDİM TAVSİYE EDERİM TEŞEKKUR EDERİM
